Timestamp,Wallet,Balance,Symbol,USD Balance,USD Rate,Network,Address,Status,Token
2026-09-22T14:24:29.577Z,Aragon Agent,27574320.72072921,MANA,2481688.8648656285,0.09,Ethereum,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,active,0x0f5d2fb29fb7d3cfee444a200298f468908cc942
2026-09-22T14:24:29.577Z,Aragon Agent,0.7532977266692518,DAI,0.7532977266692518,1,Ethereum,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,active,0x6b175474e89094c44da98b954eedeac495271d0f
2026-09-22T14:24:29.577Z,Aragon Agent,0.253195,USDC,0.253195,1,Ethereum,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,active,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
2026-09-22T14:24:29.577Z,Aragon Agent,20.4109832379107,WETH,56081.217544483436,2747.6,Ethereum,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,active,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2026-09-22T14:24:29.577Z,Aragon Agent,40,USDT,40,1,Ethereum,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,active,0xdac17f958d2ee523a2206206994597c13d831ec7
2026-09-22T14:24:29.577Z,Aragon Agent,0.3434697295799133,ETH,943.4907389722471,2746.94,Ethereum,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,active,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
2026-09-22T14:24:29.577Z,Aragon Agent,0.02,MATIC,0.0026000000000000003,0.13,Polygon,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,active,0x0000000000000000000000000000000000001010
2026-09-22T14:24:29.577Z,Aragon Agent,1.57233275,WETH,4320.1414638999995,2747.6,Polygon,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,active,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
2026-09-22T14:24:29.577Z,Aragon Agent,0.02,MATIC,0.0026000000000000003,0.13,Polygon,0x9a6ebe7e2a7722f8200d0ffb63a1f6406a0d7dce,active,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
2026-09-22T14:24:29.577Z,DAO Council Operational Multisig,1110725.0056850945,MANA,99965.25051165851,0.09,Ethereum,0x184e4d9a26add0af1eafc145550e890a421f16d7,active,0x0f5d2fb29fb7d3cfee444a200298f468908cc942
2026-09-22T14:24:29.577Z,DAO Council Operational Multisig,16940,DAI,16940,1,Ethereum,0x184e4d9a26add0af1eafc145550e890a421f16d7,active,0x6b175474e89094c44da98b954eedeac495271d0f
2026-09-22T14:24:29.577Z,DAO Council Operational Multisig,1944,USDC,1944,1,Ethereum,0x184e4d9a26add0af1eafc145550e890a421f16d7,active,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
2026-09-22T14:24:29.577Z,DAO Council Operational Multisig,70271.262142,USDT,70271.262142,1,Ethereum,0x184e4d9a26add0af1eafc145550e890a421f16d7,active,0xdac17f958d2ee523a2206206994597c13d831ec7
2026-09-22T14:24:29.577Z,DAO Treasury Management Multisig,14999999.998,MANA,1349999.99982,0.09,Ethereum,0x96e2f6099860731cfdc0af700de862cf6eba4407,active,0x0f5d2fb29fb7d3cfee444a200298f468908cc942
2026-09-22T14:24:29.577Z,DAO Treasury Management Multisig,0.051,ETH,140.09394,2746.94,Ethereum,0x96e2f6099860731cfdc0af700de862cf6eba4407,active,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
2026-09-22T14:24:29.577Z,DAO Committee,63880.62651273336,MANA,5749.256386146002,0.09,Ethereum,0x89214c8ca9a49e60a3bfa8e00544f384c93719b1,disputed,0x0f5d2fb29fb7d3cfee444a200298f468908cc942
2026-09-22T14:24:29.577Z,DAO Committee,70580.8032437303,DAI,70580.8032437303,1,Ethereum,0x89214c8ca9a49e60a3bfa8e00544f384c93719b1,disputed,0x6b175474e89094c44da98b954eedeac495271d0f
2026-09-22T14:24:29.577Z,DAO Committee,1e-7,WETH,0.00027476,2747.6,Ethereum,0x89214c8ca9a49e60a3bfa8e00544f384c93719b1,disputed,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2
2026-09-22T14:24:29.577Z,DAO Committee,4421.495202,USDT,4421.495202,1,Ethereum,0x89214c8ca9a49e60a3bfa8e00544f384c93719b1,disputed,0xdac17f958d2ee523a2206206994597c13d831ec7
2026-09-22T14:24:29.577Z,DAO Committee,552.9284795539664,ETH,1518861.3576259727,2746.94,Ethereum,0x89214c8ca9a49e60a3bfa8e00544f384c93719b1,disputed,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE
2026-09-22T14:24:29.577Z,DAO Committee,89.50229833742742,MATIC,11.635298783865565,0.13,Polygon,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,disputed,0x0000000000000000000000000000000000001010
2026-09-22T14:24:29.577Z,DAO Committee,21.6,USDC,21.6,1,Polygon,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,disputed,0x2791bca1f2de4661ed88a30c99a7a9449aa84174
2026-09-22T14:24:29.577Z,DAO Committee,7.487639504619816,WETH,20573.038302893405,2747.6,Polygon,0xb08e3e7cc815213304d884c88ca476ebc50eaab2,disputed,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619
